match_id,steam_id,total_money_per_map,total_money
71189,76561198803032451,75416.66666666667,226250
71189,76561199046478501,78650.0,235950
71190,76561198009341865,73300.0,146600
71190,76561198018211001,79500.0,159000
71190,76561198085380858,76950.0,153900
71190,76561198102158293,78800.0,157600
71190,76561198129793636,77500.0,155000
71190,76561198130153710,79300.0,158600
71190,76561198170577338,75600.0,151200
71190,76561198231549032,76900.0,153800
71190,76561198245783634,72900.0,145800
71190,76561198316213980,78300.0,156600
71191,76561197974106188,76775.0,153550
71191,76561198027648194,80375.0,160750
71191,76561198054042778,83075.0,166150
71191,76561198064010365,77175.0,154350
71191,76561198072279954,79425.0,158850
71191,76561198080114546,83125.0,166250
71191,76561198144926364,78425.0,156850
71191,76561198197951546,81525.0,163050
71191,76561198222442504,83025.0,166050
71191,76561198327068178,78575.0,157150
71192,76561198002708642,76300.0,152600
71192,76561198016194159,75900.0,151800
71192,76561198017015164,76700.0,153400
71192,76561198033438750,71275.0,142550
71192,76561198065294895,66625.0,133250
71192,76561198134164683,70375.0,140750
71192,76561198153651861,72600.0,145200
71192,76561198166157419,77400.0,154800
71192,76561198169560297,68725.0,137450
71192,76561198215434685,70525.0,141050
71193,76561197996678278,61575.0,123150
71193,76561198004115516,60825.0,121650
71193,76561198022365638,61825.0,123650
71193,76561198034202275,68400.0,136800
71193,76561198044045107,69600.0,139200
71193,76561198064864198,60825.0,121650
71193,76561198121220486,68650.0,137300
71193,76561198146207066,67950.0,135900
71193,76561198160709585,61025.0,122050
71193,76561198246607476,68800.0,137600
71194,76561197999004010,74800.0,149600
71194,76561198000664245,79425.0,158850
71194,76561198023592320,73800.0,147600
71194,76561198054861139,75150.0,150300
71194,76561198054870849,74150.0,148300
71194,76561198137761601,80975.0,161950
71194,76561198156353883,74350.0,148700
71194,76561198167125683,76125.0,152250
71194,76561198252434500,81675.0,163350
71194,76561198283989223,75925.0,151850
71195,76561197979669175,84583.33333333333,253750
71195,76561197990682262,82483.33333333333,247450
71195,76561198010511021,82616.66666666667,247850
71195,76561198021715100,79150.0,237450
71195,76561198024248129,81816.66666666667,245450
71195,76561198028458803,84216.66666666667,252650
71195,76561198064058958,78616.66666666667,235850
71195,76561198191236195,80050.0,240150
71195,76561198272723319,81450.0,244350
71195,76561198306519263,81916.66666666667,245750
71196,76561198091947107,86900.0,173800
71196,76561198098166757,86200.0,172400
71196,76561198132948107,88725.0,177450
71196,76561198137897027,83900.0,167800
71196,76561198145599897,89425.0,178850
71196,76561198169934019,86800.0,173600
71196,76561198278441856,87775.0,175550
71196,76561198396338183,85950.0,171900
71196,76561198950367286,87475.0,174950
71196,76561199241953370,90325.0,180650
71197,76561198013295375,74550.0,223650
71197,76561198031890115,75016.66666666667,225050
71197,76561198035581101,75550.0,226650
71197,76561198047876970,75750.0,227250
71197,76561198116523276,69566.66666666667,208700
71197,76561198156362373,69966.66666666667,209900
71197,76561198168198200,74850.0,224550
71197,76561198174263909,69933.33333333333,209800
71197,76561198287546191,70033.33333333333,210100
71197,76561198362970723,70366.66666666667,211100
71198,76561198061423730,68725.0,137450
71198,76561198078729750,63800.0,127600
71198,76561198131356591,68075.0,136150
71198,76561198174005827,63450.0,126900
71198,76561198332320607,64000.0,128000
71198,76561198348587735,65825.0,131650
71198,76561198416814570,63050.0,126100
71198,76561198842550599,70375.0,140750
71198,76561198855876580,71375.0,142750
71198,76561199016517194,62950.0,125900
71199,76561197967516987,71350.0,142700
71199,76561197977148799,69600.0,139200
71199,76561197986522194,61850.0,123700
71199,76561197992220633,69550.0,139100
71199,76561198052394260,61450.0,122900
71199,76561198139517277,70850.0,141700
71199,76561198148130529,69050.0,138100
71199,76561198272012791,59850.0,119700
71199,76561198424351549,62400.0,124800
71199,76561198862150627,63000.0,126000
71200,76561197994380596,77983.33333333333,233950
71200,76561198003142163,76683.33333333333,230050
71200,76561198010496342,77250.0,231750
71200,76561198054820484,77016.66666666667,231050
71200,76561198067763828,79750.0,239250
71200,76561198089905186,77633.33333333333,232900
71200,76561198132385509,77033.33333333333,231100
71200,76561198203239207,78800.0,236400
71200,76561198210934463,78366.66666666667,235100
71200,76561198376077082,79933.33333333333,239800
71201,76561198018591028,65700.0,131400
71201,76561198068168375,67900.0,135800
71201,76561198068506849,64750.0,129500
71201,76561198086803740,66350.0,132700
71201,76561198092328908,57425.0,114850
71201,76561198093838916,55675.0,111350
71201,76561198142171301,67300.0,134600
71201,76561198158795735,57425.0,114850
71201,76561198177034285,57225.0,114450
71201,76561198850174383,57275.0,114550
71202,76561197986943405,61250.0,122500
71202,76561198129799489,59550.0,119100
71202,76561198175390571,61550.0,123100
71202,76561198188347379,70375.0,140750
71202,76561198193109002,60550.0,121100
71202,76561198209342312,68725.0,137450
71202,76561198222914476,69625.0,139250
71202,76561198271683669,68525.0,137050
71202,76561198307459336,66925.0,133850
71202,76561198422822248,59800.0,119600
71203,76561198019990506,64700.0,129400
71203,76561198026827950,66400.0,132800
71203,76561198028624820,53125.0,106250
71203,76561198037207775,52575.0,105150
71203,76561198065572000,64550.0,129100
71203,76561198070876270,66400.0,132800
71203,76561198102263776,52075.0,104150
71203,76561198152429194,54325.0,108650
71203,76561198186570085,64650.0,129300
71203,76561198196671698,54725.0,109450
71204,76561198031708240,86750.0,86750
71204,76561198064469140,83050.0,83050
71204,76561198082467854,86150.0,86150
71204,76561198148167683,86050.0,86050
71204,76561198158068052,83350.0,83350
71204,76561198206398129,86050.0,86050
71204,76561198328327898,84550.0,84550
71204,76561198862368967,82050.0,82050
71204,76561198868128397,85050.0,85050
71204,76561198925747864,88650.0,88650
71205,76561197979093036,67200.0,134400
71205,76561197995422314,66450.0,132900
71205,76561197997480650,66900.0,133800
71205,76561198020624803,74625.0,149250
71205,76561198040577200,74175.0,148350
71205,76561198076775225,66100.0,132200
71205,76561198084607254,72925.0,145850
71205,76561198107142008,73025.0,146050
71205,76561198119388735,65600.0,131200
71205,76561198176878303,72575.0,145150
71206,76561198030545997,68150.0,136300
71206,76561198030921948,66950.0,133900
71206,76561198047198945,69550.0,139100
71206,76561198152403112,65650.0,131300
71206,76561198188347379,60450.0,120900
71206,76561198190930470,68600.0,137200
71206,76561198209342312,61450.0,122900
71206,76561198222914476,59550.0,119100
71206,76561198271683669,59250.0,118500
71206,76561198307459336,58300.0,116600
71207,76561197979620397,72400.0,144800
71207,76561198138425037,62600.0,125200
71207,76561198139604328,70400.0,140800
71207,76561198157961577,61500.0,123000
71207,76561198158709510,63850.0,127700
71207,76561198178801031,72050.0,144100
71207,76561198182462587,75050.0,150100
71207,76561198190463461,71350.0,142700
71207,76561198199480329,63000.0,126000
71207,76561198205517292,62550.0,125100
71208,76561197967893362,77600.0,155200
71208,76561198048229390,79500.0,159000
71208,76561198051022353,71775.0,143550
71208,76561198076649517,80900.0,161800
71208,76561198079033498,75625.0,151250
71208,76561198090815918,74125.0,148250
71208,76561198119554726,77950.0,155900
71208,76561198259972105,81100.0,162200
71208,76561198282924562,74525.0,149050
71208,76561198374401449,75125.0,150250
71209,76561197987038596,95950.0,287850
71209,76561197991000831,96050.0,288150
71209,76561198019990506,93216.66666666667,279650
71209,76561198020539756,92983.33333333333,278950
71209,76561198026827950,92550.0,277650
71209,76561198065572000,93650.0,280950
71209,76561198070459137,94150.0,282450
71209,76561198070876270,95050.0,285150
71209,76561198186570085,92816.66666666667,278450
71209,76561198218523971,93616.66666666667,280850
71210,76561198033438750,72350.0,144700
71210,76561198065294895,70700.0,141400
71210,76561198088906330,64125.0,128250
71210,76561198096708443,67725.0,135450
71210,76561198117680294,65375.0,130750
71210,76561198134164683,72200.0,144400
71210,76561198155754447,65575.0,131150
71210,76561198169560297,74450.0,148900
71210,76561198215434685,71650.0,143300
71210,76561198298496976,63575.0,127150
71211,76561197977791735,81325.0,162650
71211,76561198007588478,82625.0,165250
71211,76561198010975327,82775.0,165550
71211,76561198082670832,79525.0,159050
71211,76561198127439015,76875.0,153750
71211,76561198180072669,78475.0,156950
71211,76561198198570973,81325.0,162650
71211,76561198202134392,81225.0,162450
71211,76561198205135895,80975.0,161950
71211,76561198219516767,81375.0,162750
71212,76561197994406450,47450.0,47450
71212,76561198015308884,56700.0,56700
71212,76561198025578864,58000.0,58000
71212,76561198036884160,56800.0,56800
71212,76561198040445719,44850.0,44850
71212,76561198073482216,48450.0,48450
71212,76561198076604369,45050.0,45050
71212,76561198095992783,45350.0,45350
71212,76561198130490651,58700.0,58700
71212,76561198249302730,57600.0,57600
71213,76561198032999467,66800.0,66800
71213,76561198061787931,71050.0,71050
71213,76561198061971891,75050.0,75050
71213,76561198067197966,69850.0,69850
71213,76561198124141035,69100.0,69100
71213,76561198131134848,74050.0,74050
71213,76561198153580037,67400.0,67400
71213,76561198167738896,69700.0,69700
71213,76561198233075160,67600.0,67600
71213,76561198353869335,72450.0,72450
71214,76561198025448130,88225.0,176450
71214,76561198030545997,83475.0,166950
71214,76561198030921948,86125.0,172250
71214,76561198040547485,86375.0,172750
71214,76561198047198945,84875.0,169750
71214,76561198152403112,81275.0,162550
71214,76561198171689321,84775.0,169550
71214,76561198190930470,86325.0,172650
71214,76561198249125106,82325.0,164650
71214,76561198251984554,83725.0,167450
71215,76561197974106188,82975.0,165950
71215,76561198003756239,80200.0,160400
71215,76561198026618874,80700.0,161400
71215,76561198027648194,82875.0,165750
71215,76561198052775739,77850.0,155700
71215,76561198064010365,82075.0,164150
71215,76561198144926364,81625.0,163250
71215,76561198327068178,82225.0,164450
71215,76561198327980204,79800.0,159600
71215,76561198845436666,79300.0,158600
71216,76561198084354639,50675.0,101350
71216,76561198088906330,62175.0,124350
71216,76561198096708443,63425.0,126850
71216,76561198117680294,64925.0,129850
71216,76561198144615457,51225.0,102450
71216,76561198155754447,65325.0,130650
71216,76561198184131963,53275.0,106550
71216,76561198278135849,53275.0,106550
71216,76561198298496976,64025.0,128050
71216,76561198881298747,53125.0,106250
71217,76561198027229236,113850.0,113850
71217,76561198091947107,114100.0,114100
71217,76561198098166757,116700.0,116700
71217,76561198120646382,110350.0,110350
71217,76561198130114333,113250.0,113250
71217,76561198137897027,110400.0,110400
71217,76561198161674889,109750.0,109750
71217,76561198169934019,113500.0,113500
71217,76561198242601266,111050.0,111050
71217,76561198396338183,110600.0,110600
71218,76561198015308884,80900.0,80900
71218,76561198025578864,79200.0,79200
71218,76561198036884160,79000.0,79000
71218,76561198061787931,79650.0,79650
71218,76561198061971891,82050.0,82050
71218,76561198067197966,76550.0,76550
71218,76561198130490651,79000.0,79000
71218,76561198131134848,77950.0,77950
71218,76561198249302730,83900.0,83900
71218,76561198353869335,78750.0,78750
71219,76561197994406450,67800.0,67800
71219,76561198032999467,69100.0,69100
71219,76561198040445719,69600.0,69600
71219,76561198073482216,68400.0,68400
71219,76561198076604369,66800.0,66800
71219,76561198095992783,65600.0,65600
71219,76561198124141035,73100.0,73100
71219,76561198153580037,72300.0,72300
71219,76561198167738896,70900.0,70900
71219,76561198233075160,75300.0,75300
71220,76561198012390625,78850.0,78850
71220,76561198020474058,85350.0,85350
71220,76561198074927301,82950.0,82950
71220,76561198089869304,80150.0,80150
71220,76561198135415618,85650.0,85650
71220,76561198141759568,81450.0,81450
71220,76561198203255642,84850.0,84850
71220,76561198276534844,81950.0,81950
71220,76561198306916859,79950.0,79950
71220,76561198312666961,78750.0,78750
71221,76561197992382988,99900.0,199800
71221,76561198007131317,101200.0,202400
71221,76561198034241132,97900.0,195800
71221,76561198043882667,98600.0,197200
71221,76561198078729750,94975.0,189950
71221,76561198128804839,100850.0,201700
71221,76561198174005827,90375.0,180750
71221,76561198332320607,92875.0,185750
71221,76561198416814570,92925.0,185850
71221,76561199016517194,95875.0,191750
71222,76561197960427318,70250.0,70250
71222,76561197980158081,64650.0,64650
71222,76561198020474058,71900.0,71900
71222,76561198079574545,66550.0,66550
71222,76561198135415618,72800.0,72800
71222,76561198141759568,68100.0,68100
71222,76561198183003671,64150.0,64150
71222,76561198248041656,70450.0,70450
71222,76561198276534844,69400.0,69400
71222,76561198306916859,73100.0,73100
71224,76561197996321741,89950.0,89950
71224,76561198012390625,87700.0,87700
71224,76561198034379704,93350.0,93350
71224,76561198074927301,84600.0,84600
71224,76561198089869304,89700.0,89700
71224,76561198098407000,90950.0,90950
71224,76561198143294452,89250.0,89250
71224,76561198203255642,86900.0,86900
71224,76561198255981498,93350.0,93350
71224,76561198312666961,82800.0,82800
71225,76561197968809739,60825.0,121650
71225,76561197972433200,66125.0,132250
71225,76561198028514655,66375.0,132750
71225,76561198043014311,63975.0,127950
71225,76561198045482283,67125.0,134250
71225,76561198048174130,59625.0,119250
71225,76561198068647874,59575.0,119150
71225,76561198074461526,62175.0,124350
71225,76561198086253541,60975.0,121950
71225,76561198099117149,65175.0,130350
71226,76561198031431824,79150.0,158300
71226,76561198068013911,76950.0,153900
71226,76561198124872474,81775.0,163550
71226,76561198142540151,78850.0,157700
71226,76561198147414643,78625.0,157250
71226,76561198260998400,82075.0,164150
71226,76561198273434890,83025.0,166050
71226,76561198294067334,81375.0,162750
71226,76561198310650658,76100.0,152200
71226,76561198336814871,79100.0,158200
71227,76561197969744810,63025.0,126050
71227,76561197981849043,65525.0,131050
71227,76561197993724724,73375.0,146750
71227,76561198049479497,72025.0,144050
71227,76561198055631941,62825.0,125650
71227,76561198063568627,62225.0,124450
71227,76561198232522208,65825.0,131650
71227,76561198242008362,71675.0,143350
71227,76561198279418200,73775.0,147550
71227,76561198820328961,70525.0,141050
71229,76561197979168983,84750.0,84750
71229,76561198042801684,88350.0,88350
71229,76561198052888143,86850.0,86850
71229,76561198066222967,81800.0,81800
71229,76561198142322244,83500.0,83500
71229,76561198156063307,83150.0,83150
71229,76561198166279647,80300.0,80300
71229,76561198196356515,85250.0,85250
71229,76561198253287740,83700.0,83700
71229,76561198291426466,87400.0,87400
71230,76561197960567532,62025.0,124050
71230,76561197992843976,61375.0,122750
