,match_id,steam_id,total_money_per_map,total_money
19880,67193,76561198121271420,77512.5,310050
19881,67193,76561199046478501,82487.5,329950
19882,67194,76561197963784921,97800.0,293400
19883,67194,76561197983794286,95316.66666666667,285950
19884,67194,76561198067523525,97433.33333333333,292300
19885,67194,76561198071096426,97400.0,292200
19886,67194,76561198125759149,93650.0,187300
19887,67194,76561198167785069,100983.33333333333,302950
19888,67194,76561198288540801,98716.66666666667,296150
19889,67194,76561198386265483,109450.0,109450
19890,67194,76561198408199043,95333.33333333333,286000
19891,67194,76561198995880877,97883.33333333333,293650
19892,67194,76561199009468655,97633.33333333333,292900
19893,67195,76561198009341865,77733.33333333333,233200
19894,67195,76561198041379059,74966.66666666667,224900
19895,67195,76561198085380858,75766.66666666667,227300
19896,67195,76561198095793955,80866.66666666667,242600
19897,67195,76561198101805335,76166.66666666667,228500
19898,67195,76561198152378187,79166.66666666667,237500
19899,67195,76561198165327895,77966.66666666667,233900
19900,67195,76561198172837021,80500.0,241500
19901,67195,76561198234835452,79366.66666666667,238100
19902,67195,76561198245783634,75666.66666666667,227000
19903,67196,76561197983956651,72183.33333333333,216550
19904,67196,76561197989744167,74683.33333333333,224050
19905,67196,76561197990682262,72616.66666666667,217850
19906,67196,76561198004854956,72216.66666666667,216650
19907,67196,76561198005967969,75483.33333333333,226450
19908,67196,76561198006920295,72550.0,217650
19909,67196,76561198081528911,76416.66666666667,229250
19910,67196,76561198110563159,72483.33333333333,217450
19911,67196,76561198113666193,74750.0,224250
19912,67196,76561198131369187,74383.33333333333,223150
19913,67197,76561197961460718,70533.33333333333,211600
19914,67197,76561197993759963,71700.0,215100
19915,67197,76561197994380596,72866.66666666667,218600
19916,67197,76561197994888003,72766.66666666667,218300
19917,67197,76561198003142163,70666.66666666667,212000
19918,67197,76561198054820484,70933.33333333333,212800
19919,67197,76561198103622736,72633.33333333333,217900
19920,67197,76561198118646644,71400.0,214200
19921,67197,76561198154095163,70066.66666666667,210200
19922,67197,76561198278441856,69766.66666666667,209300
19923,67198,76561197964297736,72466.66666666667,217400
19924,67198,76561197971316261,73033.33333333333,219100
19925,67198,76561198009411160,75533.33333333333,226600
19926,67198,76561198016806284,73866.66666666667,221600
19927,67198,76561198042462102,71416.66666666667,214250
